"","Gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","enriched.in"
"184","ENTPD8",37.9818643723293,-9.27139650561257,2.48926557662176,-3.724550965026,0.000195663182361067,0.0127738547891871,"Lean"
"185","FAM124A",24.254685496806,-8.57832732817591,2.30212996671151,-3.72625675014764,0.000194344445937456,0.0127738547891871,"Lean"
"186","MGC57346",22.607084838918,-7.11638658034584,1.90956798115034,-3.72669978266963,0.000194003307940991,0.0127738547891871,"Lean"
"187","MOCOS",37.9621387814591,-9.27058483099206,2.48922333703581,-3.7242880914139,0.000195867155213075,0.0127738547891871,"Lean"
"188","MYH2",27.2512097065066,-8.43188308345312,2.26400001483956,-3.72432995944598,0.00019583465496745,0.0127738547891871,"Lean"
"189","PIGR",57.9502377157068,-9.9068934964856,2.65727517143702,-3.72821512915731,0.000192840730194741,0.0127738547891871,"Lean"
"190","CRSP8P",29.0211701175515,-6.2472936993594,1.67980586669162,-3.71905695963752,0.000199967959166351,0.0129726582351813,"Lean"
"191","RPL23AP7",13.3607710590638,-7.36486208340632,1.98488161669674,-3.71047926559116,0.000206867240269984,0.0133499769820305,"Lean"
"192","FAM110C",33.2120523591999,-9.06968328061043,2.44768897618709,-3.7054067607637,0.000211051758772623,0.0134788807182971,"Lean"
"193","OR4A16",29.5530351856338,-6.02070533461638,1.62445463167621,-3.70629331051484,0.000210314720851061,0.0134788807182971,"Lean"
"194","KDM4E",20.0371325567149,-7.21679947709776,1.95360783299106,-3.6940881149358,0.000220677275274318,0.0138927203731311,"Lean"
"195","LOC730102",32.2941519531852,-8.6960186768286,2.35463861968708,-3.69314365445355,0.000221498814011519,0.0138927203731311,"Lean"
"196","OR4C13",36.3613739373674,-5.53408024253728,1.49872592010848,-3.69252320807042,0.000222040070867014,0.0138927203731311,"Lean"
"197","TTBK1",19.8040391020854,-6.8492441447927,1.85321117674224,-3.69587893206698,0.000219127382096258,0.0138927203731311,"Lean"
"198","CDV3",88.6827348969271,-2.21783314140296,0.601089174752761,-3.68969070573463,0.000224526862556283,0.0139773641811553,"Lean"
"199","CCNE2",38.6949521515741,-7.22766659483117,1.96243054834009,-3.6830177765754,0.000230489079638329,0.0139951152493697,"Lean"
"200","RNASE8",39.8326065775436,-6.51448416813438,1.76823379366284,-3.68417580948945,0.000229443841478327,0.0139951152493697,"Lean"
"201","S100A11",2012.23261677375,-2.43337117409987,0.660312398211056,-3.68518171200852,0.000228539527955043,0.0139951152493697,"Lean"
"202","TBC1D9",24.4196043278315,7.0102522530223,1.90232416433237,3.68509867269786,0.000228614054020004,0.0139951152493697,"Obese"
"203","UBA6",33.2627963384039,-4.27170101474641,1.15953411403953,-3.68398045648253,0.00022961985420714,0.0139951152493697,"Lean"
"204","UNC13D",77.3322374686739,-2.06431337069234,0.562186090250586,-3.67193960592694,0.000240716575520943,0.0145444730876036,"Lean"
"205","TRMT2B",14.7976848232651,-6.84743137097079,1.86543691075896,-3.67068504513771,0.000241901267954863,0.0145447562381056,"Lean"
"206","PATE3",35.1635350387446,-9.15612429654798,2.49557561799053,-3.6689428404981,0.000243555521142969,0.014573132784506,"Lean"
"207","CMYA5",35.0528565260816,-9.15115359796854,2.49533576267932,-3.66730350874411,0.000245121780498836,0.0145959954899935,"Lean"
"208","CUL3",448.556044994999,1.61252365003844,0.440631069751249,3.65957773006965,0.000252631205117035,0.0149370438596806,"Obese"
"209","SNORA2B",63.2549887298355,-3.42450652388952,0.935931768605303,-3.6589275401909,0.000253272932555025,0.0149370438596806,"Lean"
"210","TCEAL4",65.0289522282209,-6.65128568825609,1.81905980479633,-3.65644145987867,0.000255740780421271,0.0150107659974885,"Lean"
"211","POLR2J2",147.226801293876,-4.00747562046819,1.09671068162614,-3.65408643100489,0.000258099319788941,0.0150774038659644,"Lean"
"212","ATP9A",36.612170422187,-5.38139596853709,1.47482020218388,-3.64884882955118,0.000263418045526232,0.0151723870521324,"Lean"
"213","INS",28.9981251219145,-8.86804473422217,2.42958931478326,-3.65001800109303,0.000262221931589719,0.0151723870521324,"Lean"
"214","ZNF28",58.7359125395075,-4.91898514845955,1.34746028268773,-3.65056039993093,0.000261668764532884,0.0151723870521324,"Lean"
"215","CSNK1A1L",31.1855969306045,-5.7154618601285,1.56925541376546,-3.64214888793287,0.000270371612494025,0.0155004674214017,"Lean"
"216","VARS",36.3679434024016,6.57224151542312,1.80553881657376,3.64004443166434,0.000272590999144793,0.0155553548863829,"Obese"
"217","NUDC",284.576883015798,-5.18346566700737,1.42554580086346,-3.63612706366062,0.000276767850911439,0.0156488097721761,"Lean"
"218","SNRNP35",26.00267748993,-7.55957644782771,2.0786474828156,-3.63677656280034,0.000276071206745685,0.0156488097721761,"Lean"
"219","POU3F3",38.7926029506767,-8.98047399485656,2.47172491214774,-3.6332821466986,0.000279838727764317,0.0157501925042145,"Lean"
"220","AOC3",56.211789553914,-3.92476728744638,1.08209710458488,-3.62700100648733,0.000286732176750442,0.0160648218664816,"Lean"
"221","NOL3",18.284097572675,-6.31726516718544,1.74290500231539,-3.62456081013778,0.000289452911165946,0.0161438759413188,"Lean"
"222","FAM45B",18.3891774182146,-7.82290934581632,2.15901046328966,-3.62337722712869,0.000290781258012644,0.0161449089471345,"Lean"
"223","KRTAP19-1",415.744191077654,-6.17661572388905,1.70570952570366,-3.62114160166925,0.000293305916634776,0.016151346552336,"Lean"
"224","LOC100129250",44.4409048188747,-2.86855933557185,0.792462996001133,-3.61980224950181,0.000294828247142269,0.016151346552336,"Lean"
"225","REEP1",52.8990640823947,-9.77258202415121,2.69928056121013,-3.6204395217702,0.000294102992006016,0.016151346552336,"Lean"
"226","FAM72B",27.2452165915471,-8.76762222318582,2.42474186628585,-3.61589922007484,0.000299306812030568,0.0162522280400387,"Lean"
"227","SNORA24",1302.62733584875,-2.33314139808174,0.645082901502609,-3.61680861893423,0.000298257657096816,0.0162522280400387,"Lean"
"228","ANKRD36BP1",64.6385350036684,-2.98280459079139,0.826230917500166,-3.61013431912731,0.000306038483683663,0.0162596135770898,"Lean"
"229","PAIP2",118.662614965679,-2.10435044394779,0.58281991106205,-3.61063581392254,0.000305447305706944,0.0162596135770898,"Lean"
"230","SEMA4A",731.809814504672,1.06044886764751,0.293463259062984,3.61356604241868,0.000302014382710812,0.0162596135770898,"Obese"
"231","STARD6",32.6739756565407,-8.38816784445816,2.3220129141598,-3.61245529398502,0.00030331141078993,0.0162596135770898,"Lean"
"232","ZNF234",19.7302697251079,-7.03866668992772,1.94948740366364,-3.61052175905321,0.00030558166318422,0.0162596135770898,"Lean"
"233","FAM104B",82.6543707182355,-4.3906540912276,1.21806416311904,-3.60461642676086,0.000312614285997721,0.0163969518689698,"Lean"
"234","GABARAP",991.187103679914,-1.8513001566307,0.513393887605156,-3.60600350204112,0.000310948940956469,0.0163969518689698,"Lean"
"235","IFNA1",82.7979784185296,-6.43003841702312,1.78374659134072,-3.60479366757477,0.000312401023446398,0.0163969518689698,"Lean"
"236","LINC00515",48.2876218229249,-5.90814375610967,1.64046961430277,-3.60149539168438,0.000316392032048987,0.0165247804535416,"Lean"
"237","DUSP16",43.5190956220413,-3.13390293282723,0.87084736576649,-3.59868222150374,0.000319833713645815,0.0166340521282629,"Lean"
"238","C2orf81",26.4025083980891,-6.30360145893682,1.75249601057304,-3.59692770819812,0.000321997926408897,0.0166762455500675,"Lean"
"239","BACH1",45.1080753904831,-3.38998944984029,0.94415051144557,-3.59051804637584,0.000330021378580979,0.017020265742214,"Lean"
"240","PARVG",1228.81245600043,1.75629968130858,0.489342775149468,3.5890990334375,0.000331822777901377,0.0170418648350516,"Obese"
"241","CD2BP2",82.0337816390211,-3.06195848215905,0.853949573677202,-3.58564320018794,0.000336248430148172,0.0171975026971218,"Lean"
"242","ZNF701",22.3109188795439,-8.46014128834212,2.36905636216912,-3.57110173630313,0.000355482771933155,0.0181061183754053,"Lean"
"243","VHLL",16.7661843079546,-6.90859535231423,1.93570109428771,-3.56904037131643,0.000358291216287569,0.0181740639175332,"Lean"
"244","PCK1",51.5926256992623,-6.38519299558081,1.7907037376811,-3.56574505386882,0.000362823955115819,0.0182710648128814,"Lean"
"245","TAS2R9",16.9527780890335,-5.57635506281491,1.56397720381304,-3.56549638269633,0.000363168171276646,0.0182710648128814,"Lean"
"246","HDHD3",18.2954051940955,-6.71425887853769,1.88598472357995,-3.56008126396315,0.000370740047757603,0.0185761862953667,"Lean"
"247","GABPB1",119.430833958979,-4.12758037436619,1.15990568172946,-3.55854828490177,0.000372910243089868,0.0186092779608328,"Lean"
"248","NDFIP1",31.8646618164601,-2.82822701595341,0.795235999104055,-3.55646250816086,0.000375882094233952,0.0186819463448697,"Lean"
"249","CDH24",35.8997733111362,-6.85832482749427,1.93044903491346,-3.5527096045826,0.000381285122390624,0.0187371725975439,"Lean"
"250","FRMD4B",169.472220280121,-3.44632847208763,0.970092527919766,-3.55257707167153,0.00038147724957875,0.0187371725975439,"Lean"
"251","SLCO2B1",24.5875899564653,7.26251627490219,2.04487535579727,3.55156917232769,0.000382941320698481,0.0187371725975439,"Obese"
"252","UBE2T",22.5327707898356,-8.47817050923569,2.3872230471856,-3.5514781575316,0.000383073786677029,0.0187371725975439,"Lean"
"253","CT47B1",32.3504162451088,-9.03320911506478,2.54500415619186,-3.54938874778945,0.00038612658542634,0.0187377806770278,"Lean"
"254","LOC389791",57.7065460475885,-5.97445560731961,1.68322307856698,-3.54941402800036,0.000386089513472123,0.0187377806770278,"Lean"
"255","HIST2H2BF",16.7735461131352,-7.31460131188687,2.06213614016321,-3.5470991315384,0.00038949800251762,0.0188272642314988,"Lean"
"256","RASD2",24.9347406347797,-8.63515800628141,2.43562510265465,-3.5453559732447,0.00039208319261649,0.0188781930944955,"Lean"
"257","ATP6V0CP3",44.7098862050635,-4.99395518000239,1.41037486443655,-3.54087080387489,0.000398808809336567,0.0189507247675363,"Lean"
"258","C16orf92",27.6552012866681,-8.79571040631996,2.48691659662758,-3.53679348082985,0.000405016233982995,0.0189507247675363,"Lean"
"259","EMR3",115.088718139481,-3.76277129386877,1.06454736188925,-3.53462084316377,0.000408360661605024,0.0189507247675363,"Lean"
"260","FIGN",21.4939810808052,-8.41535740751738,2.37981827546762,-3.53613445794041,0.000406027980861676,0.0189507247675363,"Lean"
"261","FOXP3",24.2358469174134,-8.65794099336882,2.44372056775478,-3.54293412577997,0.000395701532590024,0.0189507247675363,"Lean"
"262","OLFML3",22.5249056955864,-4.64176462348837,1.31308685759647,-3.53500196627118,0.000407772124130949,0.0189507247675363,"Lean"
"263","SIX1",47.6327297161254,-9.61690568010602,2.72144583918925,-3.53374869402913,0.000409710437341461,0.0189507247675363,"Lean"
"264","THBD",1219.41119819029,1.90728320601665,0.539779351179536,3.53344973617242,0.000410174075713901,0.0189507247675363,"Obese"
"265","TRIM58",21.5654307299467,-6.55464176099165,1.85134049133882,-3.54048420139701,0.000399393546460537,0.0189507247675363,"Lean"
"266","ZNF235",25.535828207034,-8.01526006693937,2.26853059180215,-3.53323869464416,0.000410501664200244,0.0189507247675363,"Lean"
"267","ZNF844",79.2095036436137,-3.85392734275238,1.0892380082422,-3.53818661632254,0.000402885207261527,0.0189507247675363,"Lean"
"268","LOC100505549",27.8255566079459,-7.06269809789617,2.00087565634742,-3.52980360148369,0.000415868254767112,0.0191268362248486,"Lean"
"269","INO80E",78.6053611911663,-4.123113354366,1.16938510444926,-3.52588154122918,0.000422075714484523,0.0193401682406551,"Lean"
"270","CDK5R2",30.1155813765909,-6.50850844774129,1.84944950030806,-3.51915986170868,0.000432915762314046,0.0196996807568204,"Lean"
"271","TPD52L2",713.174494812912,1.76858469774869,0.50257648522579,3.51903590744826,0.000433118082516496,0.0196996807568204,"Obese"
"272","GLIPR1",99.1000908380443,-2.69110536513787,0.764992821692189,-3.51781780015277,0.000435110998977268,0.0197175668139478,"Lean"
"273","CSNK1A1",2638.97361931291,1.88703098263995,0.537250284261621,3.51238712741385,0.00044410059790874,0.0199780436854859,"Obese"
"274","GIT1",13.6423142479646,-7.2956554449981,2.07675365308924,-3.51300956381879,0.000443061528556278,0.0199780436854859,"Lean"
"275","HIST2H2AC",447.756601747954,-2.80166316054872,0.798172434725674,-3.51009761632726,0.000447942214245732,0.0200775844828833,"Lean"
"276","OR6N2",39.440330514238,-8.15567455797651,2.32614313891789,-3.50609316405631,0.000454736022574127,0.020308247153075,"Lean"
"277","CCNA1",27.1799969471909,-7.57209508623824,2.16322375176969,-3.50037534491919,0.000464603474180753,0.0204525086526856,"Lean"
"278","HIST1H3B",260.053152251641,-4.45942002724623,1.27397055096322,-3.50041060515455,0.000464542016778478,0.0204525086526856,"Lean"
"279","LINC00552",50.6036162252537,-5.86724576903459,1.67616855949292,-3.50039125588274,0.000464575740968183,0.0204525086526856,"Lean"
"280","MRPS33",19.583700706425,-6.33106686612521,1.80840270212487,-3.50091650420905,0.000463661086452925,0.0204525086526856,"Lean"
"281","TOX2",32.7290806593763,-7.20554890670635,2.05926648920095,-3.49908520557837,0.000466857367162788,0.020478590418678,"Lean"
"282","CLPSL2",37.76761665695,-8.94301066980339,2.56144656861729,-3.49139067719495,0.000480513066111208,0.0208667708966238,"Lean"
"283","COMP",19.3457124998882,-7.90219947909926,2.26448309565561,-3.48962617308098,0.000483696659450794,0.0208667708966238,"Lean"
"284","LMF1",15.7026643785647,6.37143712870261,1.82500653557355,3.4911859242741,0.000480881485132253,0.0208667708966238,"Obese"
"285","RNF133",29.4019862690852,-7.85862082272228,2.2518848379358,-3.48979694269176,0.0004833876920093,0.0208667708966238,"Lean"
"286","SNORA59A",9.70167138079517,-4.50777512285565,1.29186153721159,-3.48936398600845,0.000484171383776928,0.0208667708966238,"Lean"
"287","LOC100506994",19.1015156148134,-7.87933626358171,2.25919237855446,-3.48767831300108,0.00048723391030628,0.0209255929562202,"Lean"
"288","AKR1C1",11.0039124326363,-4.56752641557394,1.31267614033772,-3.4795531625941,0.000502250709078758,0.0209391192033216,"Lean"
"289","BAG6",468.35008649235,1.58966016369354,0.456416067417047,3.4829189355444,0.000495978525202274,0.0209391192033216,"Obese"
"290","C16orf72",98.8644575051588,-2.75531863146094,0.791931154487974,-3.47924010293849,0.000502837845544636,0.0209391192033216,"Lean"
"291","LOC100506422",26.9884702671531,-8.75836966787983,2.51623149227566,-3.48074876845247,0.000500014253530534,0.0209391192033216,"Lean"
"292","MAP2K3",66.158877706627,-2.61924345495706,0.75143465135389,-3.48565700322425,0.00049093003855404,0.0209391192033216,"Lean"
"293","PLEKHA7",7.22848320251118,-6.45979631745975,1.85666626099332,-3.47924473728722,0.000502829149261626,0.0209391192033216,"Lean"
"294","S100A8",10863.6367485437,-2.05315287309539,0.589334896335646,-3.4838474454193,0.000494261126373114,0.0209391192033216,"Lean"
"295","SAV1",45.9329120707155,-4.04321121296493,1.16063306097534,-3.48362574607965,0.000494670683235968,0.0209391192033216,"Lean"
"296","SCARNA9L",14.0730561837613,-7.76410597102324,2.23141590299599,-3.47945264735221,0.000502439153492237,0.0209391192033216,"Lean"
"297","SH3BP5",444.301111612556,1.6248053092327,0.467171577300979,3.47796267619659,0.000505240270352476,0.0209683217924735,"Obese"
"298","CRTC1",26.8944346098807,-5.08685878996024,1.46406873021748,-3.47446720565136,0.000511868928627249,0.021004401030232,"Lean"
"299","EFNA5",18.0996573881705,-7.80653337626725,2.24759981524156,-3.47327550186164,0.000514147292371361,0.021004401030232,"Lean"
"300","FN1",15.1640307324233,-7.60062369751155,2.18750541983804,-3.47456222443294,0.00051168767229116,0.021004401030232,"Lean"
"301","MIR1307",49.9235061991613,-5.37247902004647,1.54632865608713,-3.47434486122836,0.000512102399072696,0.021004401030232,"Lean"
"302","POU3F4",11.6290545452999,-7.38685063712634,2.12746560875159,-3.47213633289282,0.000516334050962219,0.021004401030232,"Lean"
"303","STX4",3020.16800206363,2.00580275518893,0.577538234654981,3.47302158512014,0.000514633964173052,0.021004401030232,"Obese"
"304","ITPKA",24.4804075357396,-8.60868310137651,2.48339509425716,-3.46649758682541,0.000527286468103826,0.0211868354196723,"Lean"
"305","KREMEN1",31.8354075302295,-2.63289673408069,0.759572018086012,-3.4662897939752,0.000527694180905355,0.0211868354196723,"Lean"
"306","LOC84989",46.5774669950349,-5.68401205457271,1.63926261627723,-3.46742004492307,0.000525480043969325,0.0211868354196723,"Lean"
"307","OR1E1",35.1398960993377,-8.83456104349786,2.54683362119755,-3.46884106208074,0.000522708587427064,0.0211868354196723,"Lean"
"308","C11orf83",181.985804577547,-4.31876317761447,1.2462588307949,-3.46538220704911,0.00052947841417469,0.0211894510815494,"Lean"
"309","OR2L3",17.7344808098391,-8.10954324629732,2.34149763479007,-3.46340014433727,0.000533394531537304,0.0212770906010641,"Lean"
"310","ABLIM3",24.8920385890421,-7.97118142924617,2.30351451753781,-3.46044332195763,0.000539286746937668,0.0214427369121087,"Lean"
"311","CHMP1A",17.496811904234,-4.03805306139847,1.16872856938814,-3.45508201576052,0.000550125450049147,0.0217334817221339,"Lean"
"312","FAM120B",84.1622267198936,3.58026703908068,1.03609152733355,3.45555092829948,0.000549169434351954,0.0217334817221339,"Obese"
"313","ADHFE1",9.30517546714259,-6.13374403838302,1.77574367294054,-3.45418324268944,0.000551962197454385,0.0217363771432037,"Lean"
"314","LOC100286922",34.1038285279914,-7.23794485321374,2.09674171877885,-3.45199639440052,0.000556455162387942,0.0218435233490248,"Lean"
"315","C14orf169",28.9573722144854,-5.52819296749568,1.60553821737362,-3.44320235275299,0.000574869004859536,0.0220489136628332,"Lean"
"316","C16orf58",30.71959997306,-4.91997004830562,1.42807624405809,-3.44517323131488,0.000570693520671153,0.0220489136628332,"Lean"
"317","EHHADH-AS1",21.9652477016362,-7.38514978694419,2.14517974542893,-3.44267178667936,0.000575997906817482,0.0220489136628332,"Lean"
"318","LINC00476",37.7305152297374,-8.3274917247671,2.41668460331645,-3.4458330695446,0.000569301915941149,0.0220489136628332,"Lean"
"319","PMCHL2",45.878372879348,-7.54443708222567,2.18847579854961,-3.44734773271228,0.00056611942134844,0.0220489136628332,"Lean"
"320","PYCR2",9.00817050409063,-6.86609136843837,1.99177893333967,-3.44721557875191,0.000566396432049262,0.0220489136628332,"Lean"
"321","STX1B",26.294557738694,-4.88798811951454,1.41824209489376,-3.44651180296598,0.000567873758555837,0.0220489136628332,"Lean"
"322","SYNE4",20.6964368658531,-5.97151200237815,1.7343964676606,-3.4429913308303,0.000575317755803154,0.0220489136628332,"Lean"
"323","SLC2A5",17.7512239353776,-5.51691012245913,1.60327973402111,-3.44101531716017,0.000579535724949696,0.0221156574171206,"Lean"
"324","C7orf66",21.9389289045709,-7.38138877331378,2.14705205549899,-3.43791793701914,0.000586205322724225,0.0223011321231444,"Lean"
"325","ITPK1",1581.52677083715,1.61939075250621,0.471200208260672,3.43673607124204,0.000588769019951267,0.022329744430521,"Obese"
"326","NUDT22",30.0987624327653,-3.5117353014633,1.02237173711105,-3.43489082687919,0.0005927925922742,0.0224133788109564,"Lean"
"327","ESPN",24.3494714397838,-8.60153531059615,2.50567777516236,-3.43281781714283,0.000597343331269839,0.0225163727866423,"Lean"
"328","C7orf29",36.5900483568004,-5.23028231378362,1.52450385323777,-3.43080950741808,0.000601783030648052,0.0225458286801456,"Lean"
"329","GAGE13",30.0643229974178,-7.4632320727738,2.17508083786783,-3.4312435394768,0.000600820937851626,0.0225458286801456,"Lean"
"330","PRR16",26.9490235805069,-8.75829726810613,2.55350257150009,-3.42991519407829,0.000603769923987948,0.022551721463865,"Lean"
"331","LOC100126784",33.3076204150914,-6.29618709886901,1.83714718478039,-3.42715442237235,0.000609942104126395,0.0226683790780043,"Lean"
"332","ZNF525",17.2141969931296,-6.54756862198082,1.91065319699237,-3.42687444916095,0.000610571300819197,0.0226683790780043,"Lean"
"333","COX19",20.13195412253,-3.65549235109878,1.067483117667,-3.42440296300696,0.000616151843563531,0.0228068697410333,"Lean"
"334","LMNB2",14.0542179513724,-6.21520503562684,1.81885730488265,-3.41709325901618,0.000632935938548754,0.0233579891573411,"Lean"
"335","SRRM1",64.2659819665562,-3.13423984149141,0.918250880107118,-3.41327180772839,0.000641878882315963,0.0236173107564972,"Lean"
"336","CA1",25.160898382199,-6.60362534697518,1.93526219992151,-3.41226390266033,0.000644257087662068,0.0236342644717936,"Lean"
"337","CLEC5A",82.3300741145552,-5.06658066688751,1.48579690167764,-3.41000890577087,0.000649607582176739,0.0237598310323753,"Lean"
"338","C17orf67",22.5035617643341,-7.82145100477828,2.29698552698517,-3.40509372518514,0.000661413490586884,0.023768462638408,"Lean"
"339","ELAC2",74.8694546541441,-4.97639299186443,1.46086740380067,-3.40646452848328,0.000658101014597339,0.023768462638408,"Lean"
"340","LYN",574.920514316916,-1.67107725838618,0.490420656916106,-3.40743652376789,0.000655761592166656,0.023768462638408,"Lean"
"341","MDFI",40.5249368629139,-8.27321470418923,2.42958049401037,-3.405202965938,0.000661148948464266,0.023768462638408,"Lean"
"342","STUB1",5.46918543285918,-4.4039364957541,1.29310646548202,-3.40570294350241,0.000659939436345622,0.023768462638408,"Lean"
"343","ZFR2",30.1861864669001,-6.87772398323752,2.01900180505972,-3.4064971938121,0.000658022269010742,0.023768462638408,"Lean"
"344","LOC100132247",11.7099405214246,-7.61176599632832,2.23952326654075,-3.39883318474549,0.000676739786384047,0.0242485308342144,"Lean"
"345","DNAJC18",19.7053000748178,-7.0663766086319,2.08030129853499,-3.39680440213553,0.00068177681008399,0.0243582056843341,"Lean"
"346","PPP2R5A",52.4403517664678,-2.73959022402298,0.808815223475667,-3.38716451484471,0.000706190272939012,0.0251575182203649,"Lean"
"347","C20orf144",40.7138906439278,-9.38510618405891,2.77569064961822,-3.38117872946317,0.00072175579435006,0.0256379306085269,"Lean"
"348","SCARNA15",64.2341730042144,-4.98015106756601,1.47379231354554,-3.37914034548406,0.000727128780363834,0.0257545670884041,"Lean"
"349","TEAD4",39.9511050727491,-9.35928131999035,2.77157515204378,-3.37688166712302,0.000733125825113936,0.0258185969152982,"Lean"
"350","YBX2",26.8478309388287,-7.37432639604623,2.18347986846321,-3.37732740409302,0.000731938716949186,0.0258185969152982,"Lean"
"351","MED13L",209.787899105737,-2.30402026786268,0.683486099910468,-3.37098335747354,0.000749003824885666,0.0263026243462698,"Lean"
"352","ANAPC15",16.9848049252713,-4.58032077510903,1.35974522100037,-3.36851397185957,0.000755745665031064,0.0263144662914488,"Lean"
"353","KCNIP2",40.8306867829399,-7.11197573310217,2.11099009838839,-3.3690237289752,0.000754349343439802,0.0263144662914488,"Lean"
"354","MC4R",17.7263894000263,-8.11591116937982,2.40926919666847,-3.36861948868249,0.000755456437575445,0.0263144662914488,"Lean"
"355","CNPY4",13.3637824972561,5.02240717647685,1.49155216694014,3.36723534570039,0.00075925863196455,0.0263344582373888,"Obese"
"356","FAM58A",60.0169759757249,-4.86103918165591,1.44399877294431,-3.36637348503023,0.000761635102939475,0.0263344582373888,"Lean"
"357","TEAD1",12.2609474663262,-7.30168047054514,2.16926004096727,-3.36597749124135,0.000762729319385672,0.0263344582373888,"Lean"
"358","DLX3",16.5695846916689,-7.65482439315561,2.27587926282166,-3.36345803496846,0.000769725378151369,0.0263671826916091,"Lean"
"359","FGFR4",22.4167857317049,-5.81437061212748,1.72875635181866,-3.36332566819536,0.000770094578044725,0.0263671826916091,"Lean"
"360","LOC646268",21.7083981724702,-8.42621249334474,2.50492162460583,-3.36386272950583,0.000768597615530951,0.0263671826916091,"Lean"
"361","LTA4H",1274.73451856406,-3.54336268128802,1.05516677334773,-3.35810676642706,0.000784782945530693,0.0265748202928882,"Lean"
"362","SAA1",20.1758676397902,-4.6562932491062,1.38596082048478,-3.35961390847797,0.000780514675107188,0.0265748202928882,"Lean"
"363","ZNF547",29.7263601817891,-8.58282402993921,2.55420515398231,-3.36027198776792,0.000778657742572938,0.0265748202928882,"Lean"
"364","ZNF548",38.9947479834619,-5.35483699862567,1.59429863597892,-3.35874150412086,0.000782982715742895,0.0265748202928882,"Lean"
"365","NAPSB",11.5172843635719,5.68735558544879,1.69420081590178,3.35695481436866,0.000788059904784166,0.0266126750311497,"Obese"
"366","ALDH1L1",24.1057524131296,-8.32816185139329,2.48292475039954,-3.35417408443537,0.000796022653879939,0.0268081290484266,"Lean"
"367","RAPSN",33.1937208254732,-6.07243218260915,1.81082006721771,-3.35341555604655,0.000798207661400766,0.0268084676687353,"Lean"
